-12,-15,-10
-11,-5,-15
-10,-15,-5
-9,-10,-10
-8,-10,-5
-7,-5,-10
-6,-5,-5
-5,0,-10
-4,-10,0
-3,-5,0
-2,0,-5
-1,5,-5
0,0,0
1,-5,5
2,5,0
3,0,5
4,5,5
5,0,10
6,10,0
7,10,5
8,5,10
9,10,10
10,5,15
11,15,5
12,15,10
