-24,-14,-35
-23,-28,-21
-22,-28,-14
-21,-21,-21
-20,-14,-28
-19,-7,-28
-18,-21,-14
-17,-14,-21
-16,-28,-7
-15,-7,-21
-14,-21,-7
-13,-14,-14
-12,-21,0
-11,-14,-7
-10,-7,-14
-9,0,-21
-8,0,-14
-7,-14,0
-6,-7,-7
-5,7,-14
-4,-7,0
-3,-14,7
-2,0,-7
-1,0,0
0,-7,7
1,7,-7
2,14,-7
3,7,0
4,-7,14
5,0,7
6,0,14
7,14,0
8,7,7
9,21,0
10,14,7
11,7,14
12,0,21
13,7,21
14,21,7
15,14,14
16,28,7
17,21,14
18,14,21
19,7,28
20,14,28
21,28,14
22,21,21
23,14,35
24,28,21
